ObjectID,Object Number,Sort Number,Dept,Maker,Alpha Sort,Title,Date,Begin Date,End Date,Medium,Dimensions,Credit Line,ClassificationTerm,Copyright,Photo Credit,Primary Image URL,Primary Image Filename
2854,1995-188,1995  188,AAA,Middle Formative; Olmec style,Formative; Olmec,Pendant of a human head wearing a duck mask,900–500 B.C.,-900,-500,Blackstone,"h. 7.8 cm., w. 3.8 cm., d. 2.6 cm. (3 1/16 x 1 1/2 x 1 in.)",Gift of Gillett G. Griffin,"ceremonial objects, figures (representations), pendants (jewelry)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1995-188.jpg,1995-188.jpg
4568,1995-332,1995  332,AAA,Early Formative; Olmec style,Formative; Olmec,Tecomate,1200–900 B.C.,-1200,-900,Ceramic with fire clouding and highly burnished cream slip,"h. 10.3 cm., diam. 13.8 cm (4 1/16 x 5 7/16 in.)",Gift of Gillett G. Griffin in honor of Allen Rosenbaum,"bowl (vessel), burnishing (polishing), ceramics",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1995-332.jpg,1995-332.jpg
48056,1995-408,1995  408,African,Ejagham artist,Ejagham,Emblem of the Leopard (Ngbe) Society,late 19th–early 20th century,1879,1929,"Animal bones, wood, cane, raffia, and vegetable fibers","h. 115.0 cm., w. 107.0 cm. (45 1/4 x 42 1/8 in.)","Gift of H. Kelley Rollings, Class of 1948, and Mrs. Rollings","emblem (symbol), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1995-408.jpg,1995-408.jpg
46966,1996-62,1996   62,American,"Benjamin West, American, 1738–1820","West, Benjamin",The Woman Clothed with the Sun Fleeth from the Persecution of the Dragon,ca. 1797,1792,1802,Oil on paper laid down on wood panel,"149 x 69 cm. (58 11/16 x 27 3/16 in.)
frame: 168.5 × 87.2 × 6.5 cm (66 5/16 × 34 5/16 × 2 9/16 in.)","Museum purchase, Kathleen Compton Sherrerd Fund for American Art","oil paintings, studies (visual works)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1996-62.jpg,1996-62.jpg
47145,1996-74,1996   74,Photo,"Henri-Victor Regnault, French, 1810–1878; Printed by Louis Désiré Blanquart-Evrard, French, 1802–1872","Regnault, Henri-Victor; Blanquart-Evrard, Louis Désiré","Still Life: Cauldron, Pitcher, and Vegetables",ca. 1852,1847,1857,Salted paper print,21.5 x 16.2 cm. (8 7/16 x 6 3/8 in.),"Museum purchase, anonymous gift","black-and-white photographs, black-and-white photography, salted paper prints",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1996-74.jpg,1996-74.jpg
4948,1996-153,1996  153,EPS,French,French,Relief from a Casket: Scenes of Lovers and Game-Playing,ca. 1340–60,1340,1360,Ivory,"h. 10.5 cm., w. 25.0 cm., d. 0.7 cm. (4 1/8 x 9 13/16 in)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund","relief, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1996-153.jpg,1996-153.jpg
2732,1996-181,1996  181,P&D,"Thomas Doughty, American, 1793–1856","Doughty, Thomas",The Highlands from West Point,1839,1839,1839,Watercolor and graphite on cream wove paper,24.1 x 40.5 cm. (9 1/2 x 15 15/16 in.),"Museum purchase, gift of Leonard Milberg, Class of 1953, in honor of his son-in-law, David H. Shapiro, Class of 1992","drawing, watercolors",,,artimage.princeton.edu/files/ProductionJpegs/STU00701.jpg,STU00701.jpg
5363,1996-289,1996  289,Asian,"Chinese; Northern Qi or, 550–577; early Tang dynasty, 618–907",Chinese; Northern Qi; Tang dynasty,Winged porcine beast,6th–7th century,500,699,Earthernware with appliqué and glazed decoration,"h. 34.7 cm., w. 33.2 cm., approx. d. 4.0 cm. (13 11/16 x 13 1/16 x 1 9/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","ceramic tile, relief",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1996-289.jpg,1996-289.jpg
12950,1997-6,1997    6,African,Efut artist,Efut,Headdress,late 19th–early 20th century,1879,1929,"Animal skin, wood, natural fibers, and vegetable pigments",h. 56.0 cm. (22 in.),Gift of the Friends of the Princeton University Art Museum on the occasion of the 250th Anniversary of Princeton University,"ceremonial object, headdress, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-6.jpg,1997-6.jpg
8102,1997-32,1997   32,Asian,"Chinese; Eastern Han dynasty, A.D. 25–220",Chinese; Eastern Han,Massive green-glazed horse,,25,220,Red earthenware with green glaze,"h. 139.7 cm., l. 119.0 cm., w. 34.0 cm. (55 x 46 7/8 x 13 3/8 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund","earthenware, equestrian statues",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-32_e.jpg,1997-32_e.jpg
8146,1997-36,1997   36,ABI,"Greek, possibly Athenian",Greek,Statuette of a centaur,ca. 530 B.C.,-580,-480,Cast bronze,"h. 11.1 cm., w. 3.9 cm., l. 11.9 cm. (4 3/8 x 1 9/16 x 4 11/16 in.)",Gift of Damon Mezzacappa,"bronzes, figurines",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-36.jpg,1997-36.jpg
10003,1997-54,1997   54,ABI,"Greek, Attic",Attic,Black-figure horse head amphora,ca. 600–580 B.C.,-600,-580,Ceramic,"h. 33.2 cm., w. 24.1 cm., diam. 23.4 cm. (13 1/16 x 9 1/2 x 9 3/16 in.)
diam. foot 12.8 cm. (5 1/16 in.)
diam. rim 12.8 cm. (5 1/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",amphorae,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-54.jpg,1997-54.jpg
8515,1997-102,1997  102,EPS,"Cornelis Cornelisz. van Haarlem, Dutch, 1562–1638","Cornelisz. van Haarlem, Cornelis",A Courting Couple and Woman with a Songbook,ca. 1594,1589,1599,Oil on canvas,"85.7 x 95.3 cm. (33 3/4 x 37 1/2 in.)
frame: 107.9 x 117.2 x 12.4 cm. (42 1/2 x 46 1/8 x 4 7/8 in.)","Museum purchase, partial gift of Mr. H. Kelley Rollings, Class of 1948, and Mrs. Rollings",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-102.jpg,1997-102.jpg
38193,1997-104,1997  104,AAA,Okvik/OBS I,Okvik/OBS I,Human figure,A.D. 100-400,100,400,Walrus ivory,"h. 16.6 cm., w. 4.5 cm., d. 3 cm. (6 9/16 x 1 3/4 x 1 3/16 in.)","The Lloyd E. Cotsen, Class of 1950, Eskimo Bone and Ivory Carving Collection",figurines,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-104_FRN.jpg,1997-104_FRN.jpg
38282,1997-206,1997  206,AAA,Punuk or Western Thule,Punuk,Whale-tail comb,A.D. 800–1850,800,1850,Walrus ivory,"h. 5.3 cm., w. 2.8 cm., d. 0.2 cm. (2 1/16 x 1 1/8 x 1/16 in.)","The Lloyd E. Cotsen, Class of 1950, Eskimo Bone and Ivory Carving Collection",combs (grooming tools),,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-206_REC.jpg,1997-206_REC.jpg
8894,1997-464,1997  464,AAA,Middle Horizon; Wari,Middle Horizon; Wari,Drum,A.D. 500–800,500,800,"Gesso covered camelid hide, with hide lacings over wooden slats, painted with hide lacing over wooden slates","h. 27 cm., w. 28.0 cm. (10 5/8 x 11 in.)",Gift of Philip M. Holstein Jr.,"drums (membranophones), funerary objects, musical instruments",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-464.jpg,1997-464.jpg
8905,1997-465,1997  465,AAA,Late Classic; Maya,Classic; Maya,Plate with maize god resurrection scene,A.D. 600–800,600,800,Ceramic with polychrome slip,"h. 11.4 cm., diam. 37.5 cm. (4 1/2 x 14 3/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",plates (dishes),,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-465.jpg,1997-465.jpg
37441,1997-608,1997  608,AAA,Late Classic; Classic Veracruz,Classic; Classic Veracruz,Xipe Totec,A.D. 600–900,600,900,Ceramic with chapopote (black tar),"h. 69.3 cm., w. 28.0 cm., d. 22.0 cm. (27 5/16 x 11 x 8 11/16 in.)",Gift of Esther and Moshe Bronstein,"ceramics, devotional object, figure (representation)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1997-608.jpg,1997-608.jpg
38058,1998-34,1998   34,AAA,Late Horizon; Inka,Late Horizon; Inka,Llama,A.D. 1438–1532,1400,1550,Hammered gold,"h. 4.9 cm., w. 4.3 cm., d. 1.0 cm. (1 15/16 x 1 11/16 x 3/8 in.)","Gift of Carol R. Meyer, in honor in Gillett G. Griffin of the occasion of his 70th birthday",figurines,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-34.jpg,1998-34.jpg
37715,1998-37,1998   37,ABI,"Egyptian; New Kingdom,early 18th Dynasty",Egyptian; New Kingdom,Fragmentary lid from the coffin of Wadj-shemsi-su,ca. 1500–1425 B.C.,-1500,-1425,"Wood, painted plaster, limestone, obsidian, and bronze","h. 61.0 cm., w. 39.5 cm., d. 20.5 cm. (24 x 15 9/16 x 8 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","coffin, lid, painting (visual work), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-37.jpg,1998-37.jpg
37626,1998-38,1998   38,EPS,"Pietro da Cortona (Pietro Berrettini), Cortona 1596–1669 Rome",Pietro da Cortona Berrettini Pietro,Saint Martina Refuses to Adore the Idols,1654–60,1654,1660,Oil on canvas,"104 x 86 cm. (40 15/16 x 33 7/8 in.)
frame: 129.9 x 111.8 x 7 cm. (51 1/8 x 44 x 2 3/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-38.jpg,1998-38.jpg
37297,1998-47,1998   47,Photo,"William Henry Fox Talbot, British, 1800–1877","Talbot, William Henry Fox",Loch Katrine,1844,1844,1844,Salted paper print,"image: 17.3 x 21.1 cm. (6 13/16 x 8 5/16 in.)
sheet: 18.6 x 22.6 cm. (7 5/16 x 8 7/8 in.)","Museum purchase, Surdna Fund, in honor of Peter C. Bunnell","black-and-white photographs, black-and-white photography, salted paper prints",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-47.jpg,1998-47.jpg
61903,1998-51 a,1998   51 a,Asian,"Chinese; Northern Song dynasty, 960–1127; Mi Fu ??, 1052–1107",Chinese; Northern Song; Mi Fu,"Abundant Harvest (Sui feng tie ???)
",ca. 1093–94,1088,1098,Album leaf; ink on paper,"Calligraphy: 31.7 x 33.0 cm. (12 1/2 x 13 1/8 in.)
Leaf: 37.2 x 59 cm. (14 5/8 x 23 1/4 in.)
Mat: 45.8 x 63.5 cm. (18 1/16 x 25 in.)","Bequest of John B. Elliott, Class of 1951","albums, calligraphy (visual work), calligraphy (writing), letters (correspondence)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-51A.jpg,1998-51A.jpg
36296,1998-51 a-c,1998   51 a    c,Asian,"Chinese; Northern Song dynasty, 960–1127; Mi Fu ??, 1052–1107",Chinese; Northern Song; Mi Fu,"Three Letters (San zha ??); 
a: Abundant Harvest (Sui feng tie ???), 
b: Escaping Summer Heat (Tao shu tie ???),
c: Hasty Reply before Guests (Dui ke caocao tie ?????).
",ca. 1093–94,1088,1098,Album of 3 leaves; ink on paper,"Album: 41 x 29.5 x 1.5 cm. (16 1/8 x 11 5/8 x 9/16 in.)
Cloth box: 46.2 x 34.5 x 6.3 cm. (18 3/16 x 13 9/16 x 2 1/2 in.)","Bequest of John B. Elliott, Class of 1951","albums, calligraphy, letters (correspondence), painting (visual work)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-51A.jpg,1998-51A.jpg
61904,1998-51 b,1998   51 b,Asian,"Chinese; Northern Song dynasty, 960–1127; Mi Fu ??, 1052–1107",Chinese; Northern Song; Mi Fu,"Escaping Summer Heat (Tao shu tie ???), from Three Letters (San zha ??)
",ca. 1094,1089,1099,Album leaf; ink on paper,"Calligraphy: 30.9 x 40.6 cm. (12 1/8 x 16 in.)
Leaf: 37.2 x 59 cm. (14 5/8 x 23 1/4 in.)
Mat: 45.8 x 63.5 cm. (18 1/16 x 25 in.)","Bequest of John B. Elliott, Class of 1951","albums, calligraphy, letters (correspondence), painting (visual work)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-51B.jpg,1998-51B.jpg
61905,1998-51 c,1998   51 c,Asian,"Chinese; Northern Song dynasty, 960–1127; Mi Fu ??, 1052–1107",Chinese; Northern Song; Mi Fu,"Hasty Reply before Guests (Dui ke caocao tie ?????), from Three Letters (San zha ??)
",ca. 1093–94,1088,1098,Album leaf; ink on paper,"Calligraphy: 31.7 x 39.7 cm. (12 1/2 x 15 5/8 in.)
Leaf: 37.2 x 59 cm. (14 5/8 x 23 1/4 in.)
Mat: 45.8 x 63.5 cm. (18 1/16 x 25 in.)","Bequest of John B. Elliott, Class of 1951","albums, calligraphy, letters (correspondence), painting (visual work)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-51C.jpg,1998-51C.jpg
36273,1998-53,1998   53,Asian,"Chinese; Yuan dynasty, 1260–1368; Zhao Mengfu ???, 1254–1322",Chinese; Yuan dynasty; Zhao Mengfu,Record of the Miaoyan Monastery (Huzhou Miaoyansi ji  ??????),ca. 1309–10,1309,1310,Handscroll; ink on paper,"Calligraphy: 34.2 x 364.5 cm. (13 7/16 x 143 1/2 in.)
Colophons: 34.6 x 206.7 cm. (13 5/8 x 81 3/8 in.)
Mount: h. 36.2 cm. (14 1/4 in.)","Bequest of John B. Elliott, Class of 1951","calligraphy (visual work), calligraphy (writing), handscrolls",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-53_DET18.jpg,1998-53_DET18.jpg
35203,1998-140,1998  140,Asian,"Chinese; Eastern Jin dynasty, 317–420; Wang Xizhi ???, 303–361",Chinese; Eastern Jin; Wang Xizhi,Ritual to Pray for Good Harvest (Xingrang tie ???),undated,323,361,Handscroll; ink on ying huang paper,"Calligraphy (letter proper): 24.4 x 8.9 cm. (9 5/8 x 3 1/2 in.)
Calligraphy: 30 x 372 cm. (11 13/16 x 146 7/16 in.)
Mount: h. 29.8 cm. (11 3/4 in.)","Bequest of John B. Elliott, Class of 1951","calligraphy (visual work), calligraphy (writing), handscrolls, letters (correspondence)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-140-1.jpg,1998-140-1.jpg
37468,1998-148,1998  148,Asian,"Chinese; Ming dynasty, 1368–1644; Zhu Yunming, 1461–1527; frontispiece by Pu Ru ??
, 1896–1963",Chinese; Ming dynasty; Zhu Yunming; Pu Ru,The Arduous Road to Shu and Song of the Immortal by Li Bo,late 15th–early 16th century,1470,1529,Handscroll; ink on paper,"Calligraphy: 29.4 x 510.6 cm. (11 9/16 x 201 in.)
Frontispiece: 29.3 x 92.5 cm. (11 9/16 x 36 7/16 in.)
Mount: h. 35.4 cm. (13 15/16 in.)","The John B. Elliott, Class of 1951, Collection","calligraphy (visual work), calligraphy (writing), handscrolls",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-148-1.jpg,1998-148-1.jpg
35073,1998-165,1998  165,P&D,"Adolph von Menzel, German, 1815–1905","von Menzel, Adolph",Heads of Two Old Men; Sketch of Right Hand Holding Hat,1887,1887,1887,Graphite with stumping on cream wove paper,20.9 x 12.7 cm. (8 1/4 x 5 in.),"Museum purchase, gift of the Advisory Council of The Art Museum in honor of Allen Rosenbaum on the occasion of his retirement","drawing, sketch, studies (visual works)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-165.jpg,1998-165.jpg
36384,1998-221 a-b,1998  221 a    b,AAA,Middle Classic; Teotihuacan style,Classic; Teotihuacan,Two-part censer in the form of an architectural model,A.D. 400–550,400,550,Ceramic with pigment,"top: h. 55.0 cm., diam. 29.0 cm. (21 5/8 x 11 7/16 in.) 
base: h. 17.0 cm., diam. 28.5 cm. (6 11/16 x 11 1/4 in.)",Gift of Samuel Merrin in honor of Allen Rosenbaum,"censers, ceramics, incense burners, models (representations), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-221A-B.jpg,1998-221A-B.jpg
36457,1998-305,1998  305,Asian,"Chinese; Yuan dynasty, 1260–1368",Chinese; Yuan dynasty,Jar,,1260,1368,Cizhou ware with underglaze painted decoration,"h. 31.7 cm., diam. 27.0 cm. (12 1/2 x 10 5/8 in.)","Bequest of John B. Elliott, Class of 1951","ceramics, Chinese ceramics styles, jar",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-305.jpg,1998-305.jpg
36732,1998-482,1998  482,AAA,Okvik / Old Bering Sea culture,Okvik,Harpoon socket piece carved as a polar bear head,A.D. 100–400,100,400,Walrus ivory,14.6 x 3.4 x 3.1 cm. (5 3/4 x 1 5/16 x 1 1/4 in.),"Bequest of John B. Elliott, Class of 1951",harpoons,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-482.jpg,1998-482.jpg
36837,1998-499,1998  499,AAA,Okvik,Okvik,Human figure with rib-like chest engravings,A.D. 100–400,100,400,Walrus ivory,18.6 x 4.6 x 3.3 cm. (7 5/16 x 1 13/16 x 1 5/16 in.),"Bequest of John B. Elliott, Class of 1951",figurines,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-499.jpg,1998-499.jpg
37280,1998-538,1998  538,African,Northern Nguni artist,Nguni,Headrest,late 19th–20th century,1870,1999,Wood,"h. 15.2 cm., l. 51.5 cm., d. 10.9 cm. (6 x 20 1/4 x 4 5/16 in.)","Bequest of John B. Elliott, Class of 1951","furniture, headrest",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-538.jpg,1998-538.jpg
36998,1998-539 a-c,1998  539 a    c,African,Tsonga artist,Tsonga,Double headrest with snuff containers (isigqiki),late 19th–20th century,1870,1999,Wood,"h. 15.0 cm., l. 75 cm., d. 4.8 cm. (5 7/8 x 29 1/2 x 1 7/8 in.)","Bequest of John B. Elliott, Class of 1951","headrests, sleeping and reclining furniture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-539A-C.jpg,1998-539A-C.jpg
37036,1998-541,1998  541,African,Northern Nguni (Zulu or Swazi) artist,Nguni,Headrest,late 19th–20th century,1870,1999,Wood,"h. 15.7 cm., l. 44.3 cm., d. 9.0 cm. (6 3/16 x 17 7/16 x 3 9/16 in.)","Bequest of John B. Elliott, Class of 1951","furniture, headrest",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-541.jpg,1998-541.jpg
37197,1998-542,1998  542,African,probably Tsonga -related group,Tsonga,Headrest with scepter or wand,late 19th–20th century,1870,1999,Wood,"h. 12.4 cm., w. 61.7 cm., d. 7.3 cm. (4 7/8 x 24 5/16 x 2 7/8 in.)","Bequest of John B. Elliott, Class of 1951","furniture, headrest, scepter",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1998-542.jpg,y1998-542.jpg
36758,1998-547,1998  547,African,"Ngombe, Poto, or Ngala artist",Ngombe,Stool,late 19th–20th century,1870,1999,Wood and brass,"h. 43.0 cm., w. 53.8 cm., d. 27.7 cm. (16 15/16 x 21 3/16 x 10 7/8 in.)","Bequest of John B. Elliott, Class of 1951","furniture, sculpture, stool",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-547_2.jpg,1998-547_2.jpg
36911,1998-558 a-b,1998  558 a    b,African,Kuba artist,Kuba,Box with lid,late 19th–20th century,1870,1999,"Carved wood, metal, twine, and vegetative material","h. 17.2 cm., diam. 16.0 cm. (6 3/4 x 6 5/16 in.)","Bequest of John B. Elliott, Class of 1951","box (container), cosmetics",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-558A-B.jpg,1998-558A-B.jpg
36947,1998-563,1998  563,African,Woyo artist,Woyo,Pot lid,,0,0,Wood,"h. 7.8 cm., w. 20.7 cm., d. 21.7 cm. (3 1/16 x 8 1/8 x 8 9/16 in.)","Bequest of John B. Elliott, Class of 1951","lids, pots",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-563.jpg,1998-563.jpg
36357,1998-593,1998  593,African,Zande or a closely related group,Zande,Shield,20th century,1900,1999,Wood and woven vegetable fiber,"h. 134.0 cm., w. 56.0 cm., d. 11.0 cm. (52 3/4 x 22 1/16 x 4 5/16 in.)","Bequest of John B. Elliott, Class of 1951","armor, emblems (symbols), protective equipment, shield (armor), weaving",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-593.jpg,1998-593.jpg
36849,1998-695,1998  695,African,Akan artist,Akan,Hat with attached rifles and swords,20th century,1900,1999,"Leather, wood, metal, and pigment","h. 17.9 cm., w. 24.4 cm., d. 12.9 cm. (7 1/16 x 9 5/8 x 5 1/16 in.)","Bequest of John B. Elliott, Class of 1951","armor, ceremonial costume, emblems (symbols), hat, textiles",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-695_2.jpg,1998-695_2.jpg
37002,1998-698,1998  698,African,Akan artist,Akan,Textile (kente),20th century,1900,1999,Cotton and rayon,"h. 320.3 cm., w. 204.6 cm. (126 1/8 x 80 9/16 in.)","Bequest of John B. Elliott, Class of 1951","kente, textiles, weaving",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-698.jpg,1998-698.jpg
37099,1998-728,1998  728,African,Bamileke artist,Bamileke,Plumed tunic,after 1950,1950,1988,"Machine-made textile, fibers, African Harrier hawk, Great Blue Turacot, and chicken feathers","h. 135.0 cm., w. 121.0 cm., d. 39.0 cm. (53 1/8 x 47 5/8 x 15 3/8 in.)","Bequest of John B. Elliott, Class of 1951","ceremonial costume, cloak, textiles, tunic",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-728.jpg,1998-728.jpg
37122,1998-729,1998  729,African,Yoruba artist,Yoruba,Coronet (Orikofobo),20th century,1900,1999,Glass beads and cloth,"h. 19.0 cm., diam. 21.0 cm. (7 1/2 x 8 1/4 in.)","Bequest of John B. Elliott, Class of 1951","beads, coronet (crown), textiles",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-729_1.jpg,1998-729_1.jpg
36982,1998-740 a-b,1998  740 a    b,African,Tutsi artist,Tutsi,Coiled basket with conical lid,late 19th–early 20th century,1870,1929,"Raffia, woven grass and vegetable dye","h. 45.1 cm., diam. 19.8 cm. (17 3/4 x 7 13/16 in.)","Bequest of John B. Elliott, Class of 1951","basket, textiles",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-740A-B.jpg,1998-740A-B.jpg
36802,1998-913,1998  913,African,Bamana artist,Bamana,Kore Society mask,late 19th–20th century,1870,1999,Wood,"h. 50.3 cm., w. 15.6 cm., d. 17.7 cm. (19 13/16 x 6 1/8 x 6 15/16 in.)","The John B. Elliott, Class of 1951, Collection","ceremonial objects, mask (costume), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1998-913.jpg,1998-913.jpg
36000,1999-68 a-d,1999   68 a    d,Asian,"Japanese; Edo period, 1600–1868",Japanese; Edo period,Incense container,18th century,1700,1799,Ryukyuan lacquerware with shell inlay and gilt,"h. 7.6 cm., w. 5.7 cm., d. 5.7 cm. (3 x 2 1/4 x 2 1/4 in.)","Gift of Lloyd E. Cotsen, Class of 1950","box (container), censer, incense burners, Japanese lacquer styles",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1999-68A-D.jpg,1999-68A-D.jpg
35195,1999-69,1999   69,Asian,"Chinese; Western Han dynasty, 206 B.C.–A.D. 9",Chinese; Western Han,Tomb figure of a female attendant,,-206,9,Dark gray clay with pigments over white slip,"h. 39.4 cm., w. 16.8 cm., d. 13.8 cm. (15 1/2 x 6 5/8 x 5 7/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, in honor of Allen Rosenbaum","ceramics, figure (representation), funerary art, tomb figures",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1999-69_OBL.jpg,1999-69_OBL.jpg
35147,1999-70,1999   70,ABI,Etruscan; Villanovan,Etruscan; Villanovan,Cinerary urn in the form of a house,8th century B.C.,-799,-700,Hammered bronze,"h. 29.5 cm. (11 5/8 in.)
roof: h. 49.2 cm., w. 37 cm. (19 3/8 x 14 9/16 in.) 
walls: h. 39.7 cm., w. 30.6 cm. (15 5/8 x 12 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","bronzes, cremation urns, vessel",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1999-70.jpg,1999-70.jpg
37985,1999-150,1999  150,P&D,"Ugo da Carpi, Italian, active 1502–1532; After Parmigianino (Francesco Mazzola), Parma 1503–1540 Casalmaggiore","Carpi, Ugo da; Parmigianino Mazzola Francesco",Diogenes,ca. 1524–27,1524,1527,Chiaroscuro woodcut,sheet trimmed to block: 48.8 x 36.2 cm. (19 3/16 x 14 1/4 in.),"Museum purchase, gift of the Friends of the Princeton University Art Museum in honor of Barbara T. Ross on her retirement","chiaroscuro woodcuts, print",,,artimage.princeton.edu/files/ProductionJpegs/INV10240.jpg,INV10240.jpg
39108,1999-201,1999  201,Asian,"Japanese; Edo period, 1600–1868; Ike Taiga, 1723–1776",Japanese; Edo period; Ike Taiga,Scholars Conversing in the Mountains,1766,1766,1766,Hanging scroll; ink and light color on paper,"Painting: 52.0 x 100.4 cm. (20 1/2 x 39 1/2 in.)
Mount: 161 x 117.7 cm. (63 3/8 x 46 5/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, in memory of Shujiro Shimada","hanging scrolls, kakemonos, scroll paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1999-201.jpg,1999-201.jpg
37279,1999-232,1999  232,AAA,Early Classic; Maya,Classic; Maya,Stela,A.D. 300–500,300,500,Limestone,"h. 83.8 cm., w. 37.7 cm., d. 9.4 cm. (33 x 14 13/16 x 3 11/16 in.)","Gift of John H. Hauberg, Class of 1939, in honor of Gillett G. Griffin","relief, sculpture, stele",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1999-232_FRN.jpg,1999-232_FRN.jpg
39164,1999-245,1999  245,AAA,Early Formative; Tlatilco,Formative; Tlatilco,Double-faced female figure,1500–1200 B.C.,-1500,-1200,Ceramic with traces of pigment,"h. 9.5 cm., w. 4.8 cm., d. 2.1 cm. (3 3/4 x 1 7/8 x 13/16 in.)",Gift of Gillett G. Griffin,"ceramics, figurines",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1999-245.jpg,1999-245.jpg
39434,2000-149,2000  149,ABI,"Greek, Attic; attributed to the Berlin Painter",Attic; Berlin Painter,Fragment from a Red-figure lekythos: woman standing at an altar,ca. 490–480 B.C.,-490,-480,Ceramic,"h. 19.6 cm., w. 9.2 cm., d. 0.4 cm. (7 11/16 x 3 5/8 x 3/16 in.)",Gift of Jasper Gaunt in memory of Jill Gannon,"ceramics, fragment, lekythos",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/2000-149_SL.jpg,2000-149_SL.jpg
